env/d_right_mean,env/reward_shaping_mean,env/reward_dist_mean,time/time_elapsed,env/reward_ctrl_mean,time/total_timesteps,env/d_left_mean,env/reward_total_mean,time/fps,time/iterations,env/reward_climb_mean,env/success_rate,train/explained_variance,train/std,train/policy_gradient_loss,train/clip_range,train/value_loss,train/n_updates,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/learning_rate,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,eval/success_rate,eval/mean_ep_length,eval/mean_reward
0.06461094246943577,1.458448175788614e-06,-0.06461094246943577,42,0.0,22528,0.013200347444302003,-0.06460948402125999,534,11,0.0,0.0,0.9878470301628113,0.7451907992362976,-0.0032046226229795137,0.2,0.002279037683911156,3750,0.129248046875,0.01606806367635727,-6.593187512457371,0.011716614,0.0001,0.0,5000.0,-334.794722,,,
0.06419317275427845,-3.490361879948667e-07,-0.06419317275427845,46,0.0,24576,0.013150867577399307,-0.06419352179046645,533,12,0.0,0.0,0.30670660734176636,0.7475960850715637,0.0018023883345449575,0.2,0.00025500227552583966,3760,0.066845703125,0.008195783942937851,-6.589854161441326,0.0046035443,0.0001,0.0,5000.0,-334.794722,,,
0.08295344880899648,1.753294711668782e-07,-0.08295344880899648,49,0.0,26624,0.014056822903042014,-0.08295327347952529,534,13,0.0,0.0,0.428480327129364,0.7469102740287781,5.8991376135963947e-05,0.2,9.64057233204585e-05,3770,0.110302734375,-0.0008920924738049507,-6.594592478871346,0.00913304,0.0001,0.16666666666666666,4195.833333333333,-248.874677,,,
0.08258005482522204,1.8757401584169887e-06,-0.08258005482522204,53,0.0,28672,0.014096816740280101,-0.08257817908506362,536,14,0.0,0.0,0.014294147491455078,0.7469956278800964,-0.0010220803611446171,0.2,122.25851965858601,3780,0.12099609375,140.97125244140625,-6.59252101033926,0.0055906028,0.0001,0.16666666666666666,4195.833333333333,-248.874677,,,
0.0836618294805406,1.776795758689359e-07,-0.0836618294805406,57,0.0,30720,0.013943502107348911,-0.08366165180096473,538,15,0.0,0.0,0.24487465620040894,0.7467930912971497,-0.01328278501314344,0.2,0.3448105884250253,3790,0.1826171875,0.11234250664710999,-6.590731891989708,0.015912732,0.0001,0.14285714285714285,4310.714285714285,-273.484287,,,
0.082254856655163,5.6715225480938324e-08,-0.082254856655163,60,0.0,32768,0.01422999891722242,-0.08225479993993753,539,16,0.0,0.0,0.8493736386299133,0.7460491061210632,-0.00523768926068442,0.2,0.11672964437166229,3800,0.134375,0.04711197316646576,-6.586850666999817,0.00878002,0.0001,0.14285714285714285,4310.714285714285,-273.484287,,,
0.08201765491547194,1.0542608808133958e-06,-0.08201765491547194,64,0.0,34816,0.014259817852847578,-0.08201660065459113,540,17,0.0,0.0,0.7294389009475708,0.7439239621162415,-0.004517189059697557,0.2,0.05827845850144513,3810,0.12451171875,0.004052670672535896,-6.572769348323345,0.01095367,0.0001,0.14285714285714285,4310.714285714285,-273.484287,,,
0.0644036681678233,-3.935574338954917e-07,-0.0644036681678233,68,0.0,36864,0.013181753649969177,-0.0644040617252572,539,18,0.0,0.0,0.5587761402130127,0.7435720562934875,0.0031405427667777984,0.2,0.03185076647787355,3820,0.06640625,0.01216832920908928,-6.561893498897552,0.0043849824,0.0001,0.125,4396.875,-291.7763935,,,
0.06469645308130892,-4.368898417976552e-08,-0.06469645308130892,72,0.0,38912,0.013159413916952982,-0.0646964967702931,537,19,0.0,0.0,0.8471376895904541,0.7439516186714172,-0.0026230215371469967,0.2,0.012724810103827621,3830,0.111669921875,0.03604460507631302,-6.5644117698073385,0.008502863,0.0001,0.125,4396.875,-291.7763935,,,
0.08317809875893672,-2.739645091515211e-06,-0.08317809875893672,76,0.0,40960,0.013967975767100715,-0.08318083840402825,537,20,0.0,0.0,0.3870013952255249,0.74517822265625,-0.0030749239042052066,0.2,0.003487426922947634,3840,0.12978515625,0.0009974228451028466,-6.572104115784168,0.009282041,0.0001,0.1111111111111111,4463.888888888889,-296.50831022222224,,,
0.0821813717265358,1.0725628168275352e-06,-0.0821813717265358,79,0.0,43008,0.014196301990164653,-0.08218029916371897,538,21,0.0,0.0,0.852861762046814,0.7453606128692627,-0.0009859308687737212,0.2,0.006201791470812168,3850,0.09970703125,0.02654116041958332,-6.578040635585785,0.0067567187,0.0001,0.1111111111111111,4463.888888888889,-296.50831022222224,,,
0.08196180276670471,7.127039047152144e-07,-0.08196180276670471,83,0.0,45056,0.014211188658301604,-0.0819610900628,538,22,0.0,0.0,0.7638765573501587,0.7435745596885681,-0.0035166682544513607,0.2,0.0014351515646922053,3860,0.148583984375,0.0038027609698474407,-6.569154722988605,0.01602327,0.0001,0.1111111111111111,4463.888888888889,-296.50831022222224,,,
0.06480736330113188,2.7944502949267883e-06,-0.06480736330113188,87,0.0,47104,0.013030142249847785,-0.06480456885083695,537,23,0.0,0.0,-0.543480634689331,0.743107795715332,0.0017794245184632018,0.2,0.0009400711030139064,3870,0.10595703125,-0.022299164906144142,-6.558798548579216,0.006272912,0.0001,0.1,4517.5,-308.7329327,,,
0.06471527710074967,-8.714393966089556e-07,-0.06471527710074967,91,0.0,49152,0.013024219719478449,-0.06471614854014629,536,24,0.0,0.0,0.9084554314613342,0.7420633435249329,-0.0026150919940846505,0.2,0.004483426208389573,3880,0.10009765625,-0.0040566097013652325,-6.550116391479969,0.007085932,0.0001,0.1,4517.5,-308.7329327,,,
0.06425046932425497,-6.126396369689202e-07,-0.06425046932425497,,0.0,50000,0.013180757761261326,-0.06425108196389194,,,0.0,0.0,0.2034626603126526,0.7408255934715271,-0.0016675136081175878,0.2,0.0008628970669860792,3890,0.115478515625,0.0025731173809617758,-6.540724001824856,0.009331081,0.0001,,,,0.0,5000.0,-425.665101
0.08751767244038637,0.0002975368982972676,-0.08751767244038637,112,0.0,51200,0.012845285961342722,-0.0872201355420891,454,25,0.0,0.0,,,,,,,,,,,,0.3333333333333333,3397.5333333333333,-327.19061193333334,,,
0.06445228179271992,3.2573882025422467e-07,-0.06445228179271992,116,0.0,53248,0.013271122967885596,-0.06445195605389965,456,26,0.0,0.0,0.004616379737854004,0.7408692240715027,6.594272899747011e-05,0.2,2127.024675655365,3900,0.1203125,261.71875,-6.538662330806256,0.005719545,0.0001,0.3333333333333333,3397.5333333333333,-327.19061193333334,,,
0.0642309776650633,-1.8231504973788976e-07,-0.0642309776650633,120,0.0,55296,0.013154515772544924,-0.06423115998011304,458,27,0.0,0.0,0.7961164712905884,0.7403495907783508,-0.0036390125649631956,0.2,0.3723977139219642,3910,0.098828125,0.06703405827283859,-6.5368883714079855,0.009407063,0.0001,0.3333333333333333,3397.5333333333333,-327.19061193333334,,,
0.06494693994402995,4.2778447921238555e-07,-0.06494693994402995,124,0.0,57344,0.013198470747733589,-0.06494651215955076,460,28,0.0,0.0,0.07926267385482788,0.740164577960968,-0.0014483364546322263,0.2,0.13208807561313735,3920,0.1271484375,0.05292779207229614,-6.531320758163929,0.00891116,0.0001,0.3125,3497.6875,-327.83293043749995,,,
0.06449169735657515,1.5265913773113842e-06,-0.06449169735657515,128,0.0,59392,0.013209317136646428,-0.06449017076519785,461,29,0.0,0.0,0.742377519607544,0.7402982711791992,-0.0037863198987906797,0.2,0.7599169689055998,3930,0.092529296875,0.019566858187317848,-6.5292160049080845,0.010694215,0.0001,0.3125,3497.6875,-327.83293043749995,,,
0.08420730349701622,8.929436398164014e-07,-0.08420730349701622,132,0.0,61440,0.013572032485174463,-0.0842064105533764,464,30,0.0,0.0,0.5057659149169922,0.7390181422233582,-0.00186319471540628,0.2,0.03332719279278536,3940,0.12509765625,0.014161303639411926,-6.524031166732311,0.011762336,0.0001,0.29411764705882354,3586.0588235294117,-328.177744117647,,,
0.06485521579824685,6.020365762745421e-08,-0.06485521579824685,136,0.0,63488,0.013261770105593542,-0.06485515559458924,465,31,0.0,0.0,0.8006578087806702,0.7369884848594666,-0.00516217707991018,0.2,0.22448461830499583,3950,0.142138671875,0.03079850971698761,-6.510427455604076,0.012015009,0.0001,0.29411764705882354,3586.0588235294117,-328.177744117647,,,
0.06488294623026962,4.002005491108088e-07,-0.06488294623026962,140,0.0,65536,0.01328024290552813,-0.06488254602972052,466,32,0.0,0.0,0.8496140241622925,0.7361843585968018,-0.0025069973482459316,0.2,0.022083783498965205,3960,0.123046875,0.01324479654431343,-6.493422339856624,0.009264049,0.0001,0.29411764705882354,3586.0588235294117,-328.177744117647,,,
0.0814736580913383,-6.940138597654605e-08,-0.0814736580913383,144,0.0,67584,0.014443233930823385,-0.08147372749272427,468,33,0.0,0.0,0.3626421093940735,0.7383914589881897,-0.0026380310344393367,0.2,0.012100694151740754,3970,0.131787109375,0.01775113306939602,-6.497768121957779,0.011674691,0.0001,0.3157894736842105,3482.4210526315787,-339.11109636842104,,,
0.08213649311134602,-5.163595398951712e-07,-0.08213649311134602,147,0.0,69632,0.014282045126198977,-0.08213700947088594,470,34,0.0,0.0,0.0933275818824768,0.7385569214820862,0.0011845852252008627,0.2,473.92353438138963,3980,0.079833984375,221.95806884765625,-6.507703441381454,0.0058582886,0.0001,0.3157894736842105,3482.4210526315787,-339.11109636842104,,,
0.06474897699477246,3.018332722035111e-07,-0.06474897699477246,151,0.0,71680,0.013368448018970011,-0.06474867516150025,472,35,0.0,0.0,-0.10222852230072021,0.737684428691864,-0.00625719552335795,0.2,0.02462704452336766,3990,0.151806640625,-0.018265504390001297,-6.5019769936800005,0.009202374,0.0001,0.3,3558.3,-342.90937835,,,
0.0642799123282231,-5.871754456118414e-07,-0.0642799123282231,155,0.0,73728,0.013298257390806074,-0.06428049950366871,473,36,0.0,0.0,0.8373274803161621,0.7370912432670593,-0.0008365044144738931,0.2,0.45383397174591666,4000,0.107861328125,0.00901767984032631,-6.495441949367523,0.011006023,0.0001,0.3,3558.3,-342.90937835,,,
0.06518724281779131,4.4624545572281847e-07,-0.06518724281779131,159,0.0,75776,0.013334302647851801,-0.0651867965723356,474,37,0.0,0.0,0.35471779108047485,0.7347994446754456,0.00017795423336792738,0.2,0.009234958045635722,4010,0.106201171875,-0.015193714760243893,-6.479783381521702,0.0086931065,0.0001,0.3,3558.3,-342.90937835,,,
0.06552558331786795,-9.803053945946216e-07,-0.06552558331786795,163,0.0,77824,0.01333494800552502,-0.06552656362326255,475,38,0.0,0.0,0.0648190975189209,0.7333212494850159,0.00020676633575931192,0.2,0.005463591948227986,4020,0.123095703125,0.013635873794555664,-6.462957365810871,0.0085032545,0.0001,0.2857142857142857,3626.9523809523807,-342.51021504761906,,,
0.06610533400108555,6.110984000745611e-08,-0.06610533400108555,167,0.0,79872,0.013233350010054025,-0.06610527289124554,476,39,0.0,0.0,0.8667014241218567,0.7310404777526855,-0.0029239510651677845,0.2,0.1281633679927836,4030,0.15390625,-0.013795826584100723,-6.448813058435917,0.016202565,0.0001,0.2857142857142857,3626.9523809523807,-342.51021504761906,,,
0.10459963667609173,0.00033119691334432407,-0.10459963667609173,171,0.0,81920,0.015434631353015482,0.8957315602372526,478,40,0.0,0.005,0.739601731300354,0.7317512035369873,-0.001465903660937329,0.2,0.002599989341069886,4040,0.12119140625,-0.008903419598937035,-6.438236957788467,0.009114314,0.0001,0.38461538461538464,3145.5,-311.8222570769231,,,
0.06373379488548889,-2.4253018846665323e-06,-0.06373379488548889,175,0.0,83968,0.013397571466307063,-0.06373622018737356,479,41,0.0,0.0,0.08209216594696045,0.731696367263794,0.006966362753883004,0.2,1481.7436798810959,4050,0.268798828125,315.1774597167969,-6.439462865889072,0.011431529,0.0001,0.4074074074074074,3034.703703703704,-293.5366045925926,,,
0.06433572756800003,-4.857079639750128e-07,-0.06433572756800003,178,0.0,86016,0.01334037673797313,-0.064336213275964,480,42,0.0,0.0,0.6219279766082764,0.7317085862159729,-0.00011187002091901377,0.2,79.6986640110612,4060,0.000146484375,111.46098327636719,-6.439449834823608,0.0017401916,0.0001,0.4074074074074074,3034.703703703704,-293.5366045925926,,,
0.08266206755751057,-1.2670588238312615e-06,-0.08266206755751057,182,0.0,88064,0.013884887405391184,-0.08266333461633442,481,43,0.0,0.0,0.6526221036911011,0.731461226940155,-0.0017034697826602495,0.2,1.3391599349677563,4070,0.05341796875,0.547981321811676,-6.439118194580078,0.0046558743,0.0001,0.45161290322580644,2820.064516129032,-275.62385232258066,,,
0.08300742905662294,-5.7045556897013236e-08,-0.08300742905662294,186,0.0,90112,0.013944058429728338,-0.08300748610217984,483,44,0.0,0.0,0.5330541133880615,0.7314278483390808,-0.0013569486931373832,0.2,552.9691412210465,4080,0.000439453125,292.2087097167969,-6.437934163212776,0.0018222047,0.0001,0.45161290322580644,2820.064516129032,-275.62385232258066,,,
0.08256319460805651,-1.1056579807176837e-06,-0.08256319460805651,190,0.0,92160,0.014200473705871415,-0.08256430026603724,484,45,0.0,0.0,0.4121277928352356,0.7317586541175842,-0.003355782784637995,0.2,0.9286365081556142,4090,0.126513671875,0.3440505266189575,-6.438283674418926,0.010414655,0.0001,0.45161290322580644,2820.064516129032,-275.62385232258066,,,
0.08345996942451805,5.506023547280011e-07,-0.08345996942451805,193,0.0,94208,0.013664540492079366,-0.0834594188221633,486,46,0.0,0.0,0.49440091848373413,0.7297467589378357,-0.003310712340316968,0.2,0.4777833643835038,4100,0.161962890625,0.16571809351444244,-6.432063329219818,0.014732201,0.0001,0.4375,2888.1875,-280.14665556250003,,,
0.0645289266529247,4.22953622657915e-07,-0.0645289266529247,197,0.0,96256,0.013244176632442933,-0.06452850369930203,486,47,0.0,0.0,0.825950562953949,0.7291615009307861,-0.0003786561472225003,0.2,0.7261509922449477,4110,0.1853515625,0.028402766212821007,-6.421676836907864,0.011147607,0.0001,0.4375,2888.1875,-280.14665556250003,,,
0.06403374085501205,3.364320772743581e-07,-0.06403374085501205,201,0.0,98304,0.013364011290686047,-0.06403340442293477,487,48,0.0,0.0,0.7315918207168579,0.7311327457427979,0.0007535887954873033,0.2,0.19179114415310322,4120,0.119970703125,0.12042191624641418,-6.427360010147095,0.005961711,0.0001,0.4411764705882353,2870.6176470588234,-297.0440020294118,,,
0.06458118174470927,-3.6318395556643454e-07,-0.06458118174470927,,0.0,100000,0.013197777189706116,-0.06458154492866482,,,0.0,0.0,0.21153008937835693,0.7310895919799805,-0.0005985310897813178,0.2,934.041299188137,4130,0.063525390625,825.3900756835938,-6.434133262932301,0.0025953865,0.0001,,,,0.0,5000.0,-430.56016299999993
0.0645544691009611,1.0543440147282173e-06,-0.0645544691009611,223,0.0,100352,0.01334696882489573,-0.06455341475694638,449,49,0.0,0.0,,,,,,,,,,,,0.4411764705882353,2870.6176470588234,-297.0440020294118,,,
0.06420553520789421,-3.467881746080717e-07,-0.06420553520789421,227,0.0,102400,0.013316586229452664,-0.06420588199606882,450,50,0.0,0.0,0.4494529366493225,0.7288892865180969,-0.0023215229011839256,0.2,0.14687678127083928,4140,0.168701171875,0.061001114547252655,-6.4256582975387575,0.011285216,0.0001,0.4411764705882353,2870.6176470588234,-297.0440020294118,,,
0.06455473932900191,-9.128575955971719e-07,-0.06455473932900191,231,0.0,104448,0.013229444557723583,-0.06455565218659749,451,51,0.0,0.0,0.5223672389984131,0.727644145488739,-0.009260389082191978,0.2,0.05449512841296382,4150,0.21298828125,0.04277554154396057,-6.411008197069168,0.01208224,0.0001,0.42857142857142855,2931.457142857143,-298.1006621714286,,,
0.06442474793664904,5.247757501756351e-07,-0.06442474793664904,235,0.0,106496,0.0133314530299568,-0.06442422316089887,452,52,0.0,0.0,0.8296347856521606,0.7248498797416687,-0.0010211858840193599,0.2,0.9932399123150389,4160,0.116943359375,0.029322508722543716,-6.395549716055394,0.006848998,0.0001,0.42857142857142855,2931.457142857143,-298.1006621714286,,,
0.10770980450595807,0.0004603969585997109,-0.10770980450595807,239,0.0,108544,0.015012345652464773,0.8927505924526418,453,53,0.0,0.005,0.2450374960899353,0.7230997085571289,-0.004598367147264071,0.2,0.01733636419812683,4170,0.168896484375,0.021673280745744705,-6.370421396195889,0.010393971,0.0001,0.4878048780487805,2646.0,-280.3872706829268,,,
0.08272097625230337,-2.911448486835055e-07,-0.08272097625230337,242,0.0,110592,0.014084334543340363,-0.08272126739715205,455,54,0.0,0.0,0.22039103507995605,0.7230796813964844,-0.0008552642444556114,0.2,1273.5221353530883,4180,0.026806640625,781.751220703125,-6.367184355854988,0.0041548098,0.0001,0.5,2587.1666666666665,-289.044725,,,
0.08252216224768608,-6.038263763732955e-08,-0.08252216224768608,246,0.0,112640,0.014172194844632056,-0.08252222263032373,457,55,0.0,0.0,0.3106621503829956,0.7231151461601257,-0.0007636054720933316,0.2,674.786178354919,4190,0.00146484375,324.9276428222656,-6.367240028083325,0.0025278262,0.0001,0.5,2587.1666666666665,-289.044725,,,
0.10365025898985639,0.0005259071415411584,-0.10365025898985639,250,0.0,114688,0.014823778528204433,-2.4258049503123185,458,56,0.0,0.005,0.3375712037086487,0.7228782176971436,-0.00501745736473822,0.2,0.7211947710253298,4200,0.13701171875,0.40532246232032776,-6.366387559473514,0.009208354,0.0001,0.5416666666666666,2387.7916666666665,-269.9318932916667,,,
0.08171392658198146,2.2254708170632576e-07,-0.08171392658198146,253,0.0,116736,0.014302664039326929,-0.08171370403489978,459,57,0.0,0.0,0.4798303246498108,0.7229183316230774,-0.0015909496250969823,0.2,1147.3483572006226,4210,0.014208984375,698.7203369140625,-6.365193049609661,0.0021080864,0.0001,0.5510204081632653,2342.7551020408164,-279.3446405714286,,,
0.08184498637214657,1.369304439965517e-06,-0.08184498637214657,257,0.0,118784,0.014068131126202341,-0.08184361706770663,461,58,0.0,0.0,0.3429238200187683,0.722847044467926,-0.0001336269444436766,0.2,433.5502992466092,4220,9.765625e-05,14.396010398864746,-6.364910885691643,0.001805679,0.0001,0.5510204081632653,2342.7551020408164,-279.3446405714286,,,
0.11701218883250356,0.0007954449628756872,-0.11701218883250356,261,0.0,120832,0.014365101283619413,-1.6569061076938103,462,59,0.0,0.005,0.2969755530357361,0.7218285202980042,-0.00012351783807389437,0.2,0.7197960205376148,4230,0.122119140625,0.3099718689918518,-6.361497417092323,0.010095478,0.0001,0.5818181818181818,2195.8,-296.7252916909091,,,
0.0644835604952273,-4.436854167488846e-07,-0.0644835604952273,265,0.0,122880,0.013383731508067287,-0.06448400418064404,463,60,0.0,0.0,0.3627692461013794,0.721785843372345,-0.0006022985922754742,0.2,1914.7869058609008,4240,0.0595703125,1050.9945068359375,-6.357584625482559,0.0047851014,0.0001,0.5892857142857143,2160.0,-305.7969158035715,,,
